2023-03-31 19:06:35,651 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 19:06:35,809 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 19:06:40,878 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 19:06:43,275 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 19:06:45,908 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 19:06:48,344 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 19:06:52,273 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 10.00%
2023-03-31 19:06:52,381 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 19:06:53,666 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 19:06:55,119 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 19:06:56,860 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 19:06:58,187 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 19:07:00,933 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 10.00%
2023-03-31 19:07:01,022 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 19:07:02,079 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 19:07:03,811 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 19:07:05,417 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 19:07:06,412 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 19:07:10,196 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 10.00%
2023-03-31 19:07:13,101 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 19:07:13,223 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 19:07:15,952 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 19:07:18,594 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 19:07:21,117 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 19:07:23,780 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 19:07:28,834 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 10.00%
2023-03-31 19:07:28,978 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 19:07:30,278 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 19:07:31,820 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 19:07:33,850 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 19:07:36,042 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 19:07:39,940 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 10.00%
2023-03-31 19:07:40,126 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 19:07:42,833 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 19:07:45,240 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 19:07:47,814 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 19:07:50,322 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 19:07:55,043 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 10.00%
2023-03-31 19:07:57,117 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 19:07:57,204 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 19:07:58,836 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 19:08:00,680 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 19:08:02,508 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 19:08:04,414 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 19:08:08,051 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 10.00%
2023-03-31 19:08:08,243 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 19:08:10,577 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 19:08:13,083 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 19:08:15,837 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 19:08:18,824 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 19:08:23,565 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 10.00%
2023-03-31 19:08:23,663 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 19:08:25,341 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 19:08:27,114 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 19:08:28,823 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 19:08:30,105 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 19:08:32,974 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 10.00%
