2023-03-31 16:22:36,625 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 16:22:36,769 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 16:22:39,476 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 16:22:41,805 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 16:22:44,057 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 16:22:46,148 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 16:22:50,163 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 10.00%
2023-03-31 16:22:50,261 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 16:22:51,425 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 16:22:52,500 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 16:22:53,748 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 16:22:55,249 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 16:22:58,631 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 10.00%
2023-03-31 16:22:58,737 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 16:23:00,039 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 16:23:01,336 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 16:23:02,955 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 16:23:04,379 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 16:23:08,297 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 10.00%
2023-03-31 16:23:11,303 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 16:23:11,450 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 16:23:14,222 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 16:23:17,018 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 16:23:19,842 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 16:23:22,574 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 16:23:27,266 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 10.00%
2023-03-31 16:23:27,387 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 16:23:29,527 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 16:23:31,779 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 16:23:33,984 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 16:23:36,115 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 16:23:40,235 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 10.00%
2023-03-31 16:23:40,438 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 16:23:43,565 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 16:23:46,544 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 16:23:49,440 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 16:23:52,026 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 16:23:56,573 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 10.00%
2023-03-31 16:23:58,716 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 16:23:58,807 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 16:24:00,271 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 16:24:02,197 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 16:24:04,023 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 16:24:05,888 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 16:24:09,868 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 10.00%
2023-03-31 16:24:10,033 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 16:24:13,166 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 16:24:15,838 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 16:24:18,364 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 16:24:21,331 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 16:24:26,379 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 10.00%
2023-03-31 16:24:26,492 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 16:24:28,358 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 16:24:30,057 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 16:24:31,880 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 16:24:33,496 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 16:24:36,694 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 10.00%
