2023-03-31 19:11:13,102 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 19:11:13,215 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 19:11:19,672 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 19:11:23,717 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 19:11:28,390 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 19:11:32,368 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 19:11:39,346 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 13.68%
2023-03-31 19:11:39,559 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 19:11:44,271 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 19:11:48,699 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 19:11:53,196 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 19:11:57,458 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 19:12:05,517 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 18.52%
2023-03-31 19:12:05,747 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 19:12:09,959 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 19:12:14,150 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 19:12:18,100 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 19:12:22,917 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 19:12:31,714 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 14.98%
2023-03-31 19:12:36,103 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 19:12:36,246 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 19:12:40,853 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 19:12:45,665 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 19:12:50,424 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 19:12:55,252 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 19:13:04,032 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 23.51%
2023-03-31 19:13:04,176 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 19:13:09,157 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 19:13:13,961 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 19:13:18,998 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 19:13:24,236 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 19:13:33,023 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 20.50%
2023-03-31 19:13:33,208 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 19:13:38,177 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 19:13:43,037 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 19:13:47,991 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 19:13:53,063 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 19:14:01,420 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 22.38%
2023-03-31 19:14:03,815 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 19:14:03,973 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 19:14:08,404 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 19:14:12,719 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 19:14:17,094 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 19:14:21,828 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 19:14:29,487 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 25.29%
2023-03-31 19:14:29,638 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 19:14:34,129 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 19:14:38,877 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 19:14:43,717 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 19:14:48,160 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 19:14:55,680 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 20.80%
2023-03-31 19:14:55,857 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 19:15:00,167 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 19:15:03,913 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 19:15:07,618 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 19:15:11,471 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 19:15:17,551 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 25.62%
