2023-03-31 16:19:52,321 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 16:19:52,388 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 16:19:54,418 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 16:19:55,562 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 16:19:56,926 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 16:19:58,042 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 16:20:01,393 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 10.00%
2023-03-31 16:20:01,581 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 16:20:03,937 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 16:20:06,993 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 16:20:10,360 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 16:20:14,725 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 16:20:22,000 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 10.26%
2023-03-31 16:20:22,150 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 16:20:24,056 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 16:20:26,104 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 16:20:28,125 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 16:20:29,664 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 16:20:33,722 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 10.00%
2023-03-31 16:20:35,996 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 16:20:36,151 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 16:20:38,721 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 16:20:41,163 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 16:20:44,064 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 16:20:47,166 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 16:20:53,653 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 10.83%
2023-03-31 16:20:53,900 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 16:20:57,924 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 16:21:01,735 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 16:21:05,593 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 16:21:09,611 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 16:21:16,559 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 10.00%
2023-03-31 16:21:16,682 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 16:21:18,184 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 16:21:19,732 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 16:21:21,254 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 16:21:22,791 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 16:21:26,282 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 10.00%
2023-03-31 16:21:28,707 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 16:21:28,828 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 16:21:30,899 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 16:21:33,037 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 16:21:35,114 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 16:21:37,259 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 16:21:42,169 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 10.00%
2023-03-31 16:21:42,286 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 16:21:43,772 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 16:21:45,333 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 16:21:46,476 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 16:21:47,838 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 16:21:50,557 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 10.00%
2023-03-31 16:21:50,798 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 16:21:55,072 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 16:22:00,679 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 16:22:06,000 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 16:22:10,562 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 16:22:17,825 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 10.00%
