2023-03-31 19:06:36,147 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 19:06:36,333 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 19:06:42,238 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 19:06:46,062 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 19:06:49,126 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 19:06:52,510 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 19:06:58,429 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 10.00%
2023-03-31 19:06:58,575 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 19:07:00,365 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 19:07:02,346 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 19:07:04,192 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 19:07:06,225 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 19:07:10,108 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 10.00%
2023-03-31 19:07:10,206 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 19:07:11,927 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 19:07:13,921 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 19:07:15,713 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 19:07:17,625 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 19:07:21,885 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 10.00%
2023-03-31 19:07:25,664 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 19:07:25,835 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 19:07:28,266 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 19:07:31,983 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 19:07:35,269 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 19:07:38,860 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 19:07:44,908 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 10.00%
2023-03-31 19:07:45,053 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 19:07:47,701 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 19:07:50,549 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 19:07:53,455 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 19:07:55,773 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 19:08:00,964 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 10.00%
2023-03-31 19:08:01,173 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 19:08:04,099 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 19:08:07,850 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 19:08:11,927 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 19:08:15,900 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 19:08:21,587 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 10.00%
2023-03-31 19:08:23,131 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 19:08:23,241 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 19:08:25,563 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 19:08:27,789 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 19:08:30,274 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 19:08:32,823 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 19:08:36,494 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 10.00%
2023-03-31 19:08:36,740 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 19:08:40,350 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 19:08:43,731 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 19:08:47,566 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 19:08:50,959 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 19:08:56,563 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 10.00%
2023-03-31 19:08:56,699 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 19:08:58,314 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 19:09:00,429 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 19:09:02,490 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 19:09:04,811 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 19:09:08,295 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 16.08%
