2023-03-31 20:09:19,508 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 20:09:19,615 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 20:09:23,722 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 20:09:25,744 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 20:09:27,524 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 20:09:29,206 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 20:09:32,634 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 14.76%
2023-03-31 20:09:32,788 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 20:09:34,939 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 20:09:37,011 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 20:09:39,393 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 20:09:41,701 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 20:09:45,487 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 16.31%
2023-03-31 20:09:45,625 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 20:09:47,960 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 20:09:50,277 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 20:09:52,523 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 20:09:54,688 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 20:09:58,772 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 15.88%
2023-03-31 20:10:02,107 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 20:10:02,230 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 20:10:04,322 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 20:10:06,301 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 20:10:08,270 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 20:10:10,112 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 20:10:14,557 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 23.78%
2023-03-31 20:10:14,700 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 20:10:17,094 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 20:10:19,131 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 20:10:21,029 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 20:10:23,313 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 20:10:27,643 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 22.07%
2023-03-31 20:10:27,810 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 20:10:30,221 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 20:10:32,399 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 20:10:34,277 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 20:10:36,174 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 20:10:39,873 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 22.73%
2023-03-31 20:10:42,101 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 20:10:42,237 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 20:10:44,188 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 20:10:46,354 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 20:10:48,700 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 20:10:51,077 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 20:10:55,417 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 27.84%
2023-03-31 20:10:55,550 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 20:10:57,863 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 20:11:00,103 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 20:11:02,199 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 20:11:04,371 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 20:11:08,557 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 23.39%
2023-03-31 20:11:08,690 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 20:11:11,143 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 20:11:13,596 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 20:11:16,099 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 20:11:18,257 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 20:11:21,188 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 23.89%
