2023-03-31 19:06:36,091 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 19:06:36,230 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 19:06:41,359 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 19:06:43,878 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 19:06:46,679 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 19:06:49,390 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 19:06:55,042 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 10.00%
2023-03-31 19:06:55,225 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 19:06:57,614 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 19:07:00,290 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 19:07:02,926 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 19:07:06,048 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 19:07:10,720 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 13.83%
2023-03-31 19:07:10,912 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 19:07:12,851 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 19:07:15,655 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 19:07:18,656 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 19:07:20,676 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 19:07:23,954 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 10.00%
2023-03-31 19:07:28,030 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 19:07:28,179 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 19:07:31,156 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 19:07:34,201 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 19:07:37,217 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 19:07:40,169 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 19:07:44,984 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 17.92%
2023-03-31 19:07:45,139 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 19:07:48,054 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 19:07:50,848 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 19:07:53,894 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 19:07:56,607 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 19:08:01,444 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 18.98%
2023-03-31 19:08:01,586 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 19:08:04,520 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 19:08:07,826 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 19:08:11,216 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 19:08:13,533 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 19:08:19,080 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 22.81%
2023-03-31 19:08:20,877 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 19:08:21,033 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 19:08:22,622 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 19:08:24,846 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 19:08:27,644 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 19:08:30,416 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 19:08:35,708 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 20.80%
2023-03-31 19:08:35,880 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 19:08:38,740 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 19:08:41,312 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 19:08:44,019 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 19:08:47,052 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 19:08:52,018 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 20.25%
2023-03-31 19:08:52,202 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 19:08:55,067 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 19:08:57,427 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 19:08:59,902 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 19:09:02,624 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 19:09:07,590 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 20.64%
