2023-03-31 21:54:52,357 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 21:54:52,603 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 21:54:57,570 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 21:55:00,321 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 21:55:02,311 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 21:55:04,576 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 21:55:08,070 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 10.00%
2023-03-31 21:55:08,181 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 21:55:09,511 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 21:55:10,613 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 21:55:11,952 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 21:55:13,081 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 21:55:15,980 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 17.12%
2023-03-31 21:55:16,098 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 21:55:17,141 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 21:55:18,137 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 21:55:19,124 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 21:55:20,113 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 21:55:22,543 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 10.00%
2023-03-31 21:55:23,916 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 21:55:24,066 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 21:55:26,013 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 21:55:28,251 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 21:55:30,731 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 21:55:33,058 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 21:55:36,704 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 10.00%
2023-03-31 21:55:36,842 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 21:55:38,252 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 21:55:39,877 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 21:55:41,016 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 21:55:42,436 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 21:55:46,040 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 15.87%
2023-03-31 21:55:46,215 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 21:55:48,570 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 21:55:50,988 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 21:55:53,119 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 21:55:55,381 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 21:55:59,207 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 10.00%
2023-03-31 21:56:01,157 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 21:56:01,254 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 21:56:02,677 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 21:56:03,738 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 21:56:04,769 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 21:56:05,795 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 21:56:08,870 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 10.00%
2023-03-31 21:56:09,083 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 21:56:11,463 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 21:56:14,271 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 21:56:16,963 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 21:56:19,340 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 21:56:23,634 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 10.00%
2023-03-31 21:56:23,757 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 21:56:24,818 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 21:56:26,211 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 21:56:27,435 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 21:56:29,008 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 21:56:31,999 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 17.88%
