2023-03-31 19:21:35,338 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 19:21:35,368 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 19:21:36,608 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 19:21:37,186 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 19:21:37,811 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 19:21:38,407 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 19:21:40,409 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 10.00%
2023-03-31 19:21:40,440 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 19:21:40,873 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 19:21:41,579 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 19:21:41,971 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 19:21:42,358 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 19:21:44,126 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 10.02%
2023-03-31 19:21:44,156 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 19:21:44,550 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 19:21:44,985 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 19:21:45,353 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 19:21:45,780 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 19:21:47,673 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 9.99%
2023-03-31 19:21:50,326 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 19:21:51,199 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 19:22:04,136 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 19:22:16,429 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 19:22:29,745 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 19:22:44,002 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 19:22:56,430 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 44.56%
2023-03-31 19:22:56,560 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 19:22:57,099 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 19:22:57,605 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 19:22:58,094 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 19:22:58,647 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 19:23:01,178 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 10.00%
2023-03-31 19:23:01,256 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 19:23:02,730 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 19:23:04,225 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 19:23:05,752 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 19:23:07,218 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 19:23:10,093 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 11.79%
2023-03-31 19:23:12,087 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 19:23:12,110 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 19:23:12,625 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 19:23:13,163 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 19:23:13,695 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 19:23:14,171 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 19:23:16,511 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 40.67%
2023-03-31 19:23:16,599 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 19:23:18,052 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 19:23:19,540 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 19:23:21,097 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 19:23:22,535 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 19:23:25,845 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 43.86%
2023-03-31 19:23:25,903 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 19:23:26,554 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 19:23:27,232 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 19:23:27,985 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 19:23:28,684 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 19:23:31,681 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 40.10%
