2023-03-31 19:18:53,201 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 19:18:53,323 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 19:18:56,069 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 19:18:58,292 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 19:19:00,591 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 19:19:02,604 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 19:19:06,581 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 24.53%
2023-03-31 19:19:06,715 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 19:19:09,176 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 19:19:11,432 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 19:19:13,452 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 19:19:15,226 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 19:19:19,335 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 26.11%
2023-03-31 19:19:19,489 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 19:19:21,786 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 19:19:23,957 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 19:19:26,329 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 19:19:28,848 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 19:19:32,413 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 20.91%
2023-03-31 19:19:35,044 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 19:19:35,150 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 19:19:37,580 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 19:19:39,948 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 19:19:42,369 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 19:19:44,705 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 19:19:48,610 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 27.48%
2023-03-31 19:19:48,748 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 19:19:50,872 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 19:19:52,934 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 19:19:54,918 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 19:19:57,393 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 19:20:02,056 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 25.36%
2023-03-31 19:20:02,205 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 19:20:04,425 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 19:20:06,718 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 19:20:08,971 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 19:20:11,102 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 19:20:15,374 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 20.90%
2023-03-31 19:20:17,386 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 19:20:17,510 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 19:20:20,004 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 19:20:22,234 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 19:20:24,686 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 19:20:27,283 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 19:20:30,708 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 30.85%
2023-03-31 19:20:30,856 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 19:20:33,406 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 19:20:35,893 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 19:20:38,179 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 19:20:40,682 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 19:20:44,787 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 31.81%
2023-03-31 19:20:44,963 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 19:20:47,479 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 19:20:49,600 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 19:20:51,809 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 19:20:53,933 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 19:20:58,627 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 31.03%
