2023-03-31 19:18:18,727 - ClientTrainer - INFO - Round 0 selected clients: [2, 3, 8]
2023-03-31 19:18:18,916 - ClientTrainer - INFO - Round 0 client-2 local train epoch [0/5]
2023-03-31 19:18:25,423 - ClientTrainer - INFO - Round 0 client-2 local train epoch [1/5]
2023-03-31 19:18:28,838 - ClientTrainer - INFO - Round 0 client-2 local train epoch [2/5]
2023-03-31 19:18:32,895 - ClientTrainer - INFO - Round 0 client-2 local train epoch [3/5]
2023-03-31 19:18:36,508 - ClientTrainer - INFO - Round 0 client-2 local train epoch [4/5]
2023-03-31 19:18:40,737 - ClientTrainer - INFO - Round 0 client-2 local test accuracy: 10.00%
2023-03-31 19:18:40,855 - ClientTrainer - INFO - Round 0 client-3 local train epoch [0/5]
2023-03-31 19:18:42,697 - ClientTrainer - INFO - Round 0 client-3 local train epoch [1/5]
2023-03-31 19:18:44,478 - ClientTrainer - INFO - Round 0 client-3 local train epoch [2/5]
2023-03-31 19:18:46,446 - ClientTrainer - INFO - Round 0 client-3 local train epoch [3/5]
2023-03-31 19:18:48,151 - ClientTrainer - INFO - Round 0 client-3 local train epoch [4/5]
2023-03-31 19:18:52,108 - ClientTrainer - INFO - Round 0 client-3 local test accuracy: 17.37%
2023-03-31 19:18:52,189 - ClientTrainer - INFO - Round 0 client-8 local train epoch [0/5]
2023-03-31 19:18:54,399 - ClientTrainer - INFO - Round 0 client-8 local train epoch [1/5]
2023-03-31 19:18:56,370 - ClientTrainer - INFO - Round 0 client-8 local train epoch [2/5]
2023-03-31 19:18:58,400 - ClientTrainer - INFO - Round 0 client-8 local train epoch [3/5]
2023-03-31 19:19:00,396 - ClientTrainer - INFO - Round 0 client-8 local train epoch [4/5]
2023-03-31 19:19:03,636 - ClientTrainer - INFO - Round 0 client-8 local test accuracy: 12.50%
2023-03-31 19:19:07,008 - ClientTrainer - INFO - Round 1 selected clients: [1, 5, 7]
2023-03-31 19:19:07,198 - ClientTrainer - INFO - Round 1 client-1 local train epoch [0/5]
2023-03-31 19:19:11,081 - ClientTrainer - INFO - Round 1 client-1 local train epoch [1/5]
2023-03-31 19:19:14,364 - ClientTrainer - INFO - Round 1 client-1 local train epoch [2/5]
2023-03-31 19:19:18,572 - ClientTrainer - INFO - Round 1 client-1 local train epoch [3/5]
2023-03-31 19:19:22,463 - ClientTrainer - INFO - Round 1 client-1 local train epoch [4/5]
2023-03-31 19:19:29,162 - ClientTrainer - INFO - Round 1 client-1 local test accuracy: 10.00%
2023-03-31 19:19:29,303 - ClientTrainer - INFO - Round 1 client-5 local train epoch [0/5]
2023-03-31 19:19:32,012 - ClientTrainer - INFO - Round 1 client-5 local train epoch [1/5]
2023-03-31 19:19:34,297 - ClientTrainer - INFO - Round 1 client-5 local train epoch [2/5]
2023-03-31 19:19:36,899 - ClientTrainer - INFO - Round 1 client-5 local train epoch [3/5]
2023-03-31 19:19:38,591 - ClientTrainer - INFO - Round 1 client-5 local train epoch [4/5]
2023-03-31 19:19:43,638 - ClientTrainer - INFO - Round 1 client-5 local test accuracy: 16.27%
2023-03-31 19:19:43,859 - ClientTrainer - INFO - Round 1 client-7 local train epoch [0/5]
2023-03-31 19:19:47,345 - ClientTrainer - INFO - Round 1 client-7 local train epoch [1/5]
2023-03-31 19:19:50,690 - ClientTrainer - INFO - Round 1 client-7 local train epoch [2/5]
2023-03-31 19:19:54,020 - ClientTrainer - INFO - Round 1 client-7 local train epoch [3/5]
2023-03-31 19:19:57,804 - ClientTrainer - INFO - Round 1 client-7 local train epoch [4/5]
2023-03-31 19:20:03,024 - ClientTrainer - INFO - Round 1 client-7 local test accuracy: 10.00%
2023-03-31 19:20:04,600 - ClientTrainer - INFO - Round 2 selected clients: [0, 7, 9]
2023-03-31 19:20:04,743 - ClientTrainer - INFO - Round 2 client-0 local train epoch [0/5]
2023-03-31 19:20:07,086 - ClientTrainer - INFO - Round 2 client-0 local train epoch [1/5]
2023-03-31 19:20:09,312 - ClientTrainer - INFO - Round 2 client-0 local train epoch [2/5]
2023-03-31 19:20:11,507 - ClientTrainer - INFO - Round 2 client-0 local train epoch [3/5]
2023-03-31 19:20:13,461 - ClientTrainer - INFO - Round 2 client-0 local train epoch [4/5]
2023-03-31 19:20:17,353 - ClientTrainer - INFO - Round 2 client-0 local test accuracy: 10.00%
2023-03-31 19:20:17,576 - ClientTrainer - INFO - Round 2 client-7 local train epoch [0/5]
2023-03-31 19:20:20,996 - ClientTrainer - INFO - Round 2 client-7 local train epoch [1/5]
2023-03-31 19:20:24,265 - ClientTrainer - INFO - Round 2 client-7 local train epoch [2/5]
2023-03-31 19:20:26,846 - ClientTrainer - INFO - Round 2 client-7 local train epoch [3/5]
2023-03-31 19:20:29,112 - ClientTrainer - INFO - Round 2 client-7 local train epoch [4/5]
2023-03-31 19:20:33,087 - ClientTrainer - INFO - Round 2 client-7 local test accuracy: 11.09%
2023-03-31 19:20:33,208 - ClientTrainer - INFO - Round 2 client-9 local train epoch [0/5]
2023-03-31 19:20:34,762 - ClientTrainer - INFO - Round 2 client-9 local train epoch [1/5]
2023-03-31 19:20:36,734 - ClientTrainer - INFO - Round 2 client-9 local train epoch [2/5]
2023-03-31 19:20:38,458 - ClientTrainer - INFO - Round 2 client-9 local train epoch [3/5]
2023-03-31 19:20:40,050 - ClientTrainer - INFO - Round 2 client-9 local train epoch [4/5]
2023-03-31 19:20:43,639 - ClientTrainer - INFO - Round 2 client-9 local test accuracy: 16.51%
